Cam1,Cam2,Temp,Press,Alt,Accel_x2,Accel_y2,Accel_z2,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Quaternion_1,Quaternion_2,Quaternion_3,Quaternion_4,Stage,Time
1,1,24.9847202,771.0842285,2245.193115,-3.2950346,24.712759,11.6503,-3.3882368,27.4504604,13.2227373,-1.1292828,0.0291213,-1.9055945,-20.1636467,-19.754528,-15.3126822,-0.4345637,0.0097514,0.7474068,0.5024279,0,2635702
0,0,24.9833908,771.1189575,2244.832275,-1.5298375,25.7718773,11.7679806,1.4428722,22.4829617,11.4783697,-0.5733957,0.0718819,-1.8860468,-18.4687309,-18.5856228,-14.5528927,-0.4344895,0.0087402,0.7468235,0.5033771,0,2635728
0,0,24.981823,771.1467896,2244.543945,2.4712758,22.4768429,9.649744,1.9022939,16.5607262,7.9034929,-0.2704064,-0.0002002,-1.7150046,-16.0140266,-19.6376381,-13.9684391,-0.4343948,0.0076755,0.7462651,0.5043035,0,2635753
0,0,24.9807854,771.194519,2244.047852,3.1773546,14.7099752,6.7077489,2.8642087,11.607583,3.1010983,0.0386913,-0.0906083,-1.608714,-14.6113377,-19.8129749,-13.3255405,-0.4342303,0.0066353,0.7458527,0.5050694,0,2635779
1,1,24.9788361,771.262085,2243.346436,1.4121575,7.6491866,3.5303938,0.4019942,4.421936,0.9403793,0.058239,-0.1394775,-1.5402972,-13.0333138,-20.2805367,-13.4424314,-0.4339271,0.0054222,0.745489,0.5058809,0,2635805
0,1,24.9773769,771.3495483,2242.437256,1.2944778,4.9425516,1.4121575,0.6245267,5.742774,-0.6388837,0.0521304,-0.2091161,-1.5708404,-10.8708363,-18.351841,-14.143775,-0.4334674,0.0041317,0.7453825,0.5064438,0,2635831
0,0,24.9757023,771.4332275,2241.569336,1.2944778,2.9419951,0.1176798,-0.5742774,5.8576303,-0.4307081,0.0154785,-0.2372159,-1.5720621,-9.5265923,-18.7609577,-14.143775,-0.4328993,0.0026522,0.745263,0.5071149,0,2635856
0,1,24.9741535,771.4998779,2240.876465,0.2353596,4.2364726,2.353596,0.768096,5.9653068,-0.3302095,-0.0285038,-0.2518767,-1.5720621,-6.9549971,-18.293396,-13.9684391,-0.4324778,0.0012134,0.7451247,0.5076831,0,2635886
0,0,24.969799,771.546814,2240.389893,0.2353596,4.3541527,0.7060788,0.6532406,3.7328031,-0.2727818,-0.0773731,-0.264094,-1.5732839,-5.7860899,-17.2998257,-14.8451195,-0.4321239,-0.0002409,0.7449958,0.5081747,0,2635912
1,1,24.9659367,771.6118774,2239.7146,0.9414384,4.3541527,1.6475173,0.2081756,4.4362931,-0.674776,-0.1250205,-0.2714244,-1.5659534,-2.2793689,-17.7089424,-14.4944477,-0.4316615,-0.001903,0.7449677,0.5086052,0,2635937
0,1,24.9623108,771.6931152,2238.871582,1.7651969,4.4718323,2.2359161,1.5792629,5.3264232,0.8829515,-0.1323509,-0.309298,-1.5574013,-2.2209234,-16.832262,-15.0789003,-0.4315773,-0.0033859,0.744666,0.5091106,0,2635963
0,1,24.9588661,771.739563,2238.390137,2.8243151,6.3547091,1.4121575,1.8951156,6.4821563,0.4235296,-0.1665594,-0.3716063,-1.4902061,0.6428989,-15.7217999,-14.6113377,-0.4315,-0.0049343,0.7444644,0.5094581,0,2635989
1,1,24.9545307,771.8019409,2237.741943,3.8834333,5.530951,1.176798,3.8045878,5.5561342,0.6963114,-0.2007678,-0.4107016,-1.4120153,1.8702513,-15.0204554,-14.4944477,-0.4317168,-0.0062341,0.7442319,0.5095997,0,2636015
0,0,24.9496841,771.8590088,2237.149658,4.118793,5.6486301,0.3530394,4.0414772,6.4534426,0.5096712,-0.2190938,-0.4766751,-1.3619245,3.6820571,-15.7217999,-14.9620104,-0.4319212,-0.0075738,0.7440441,0.5096826,0,2636040
0,0,24.9450207,771.8851318,2236.878906,11.5326204,14.3569355,-1.2944778,27.4361019,35.6195564,4.1635113,0.1999598,-1.0032409,-0.9123276,4.6171827,-13.9099941,-15.1373463,-0.4322976,-0.0087816,0.7438579,0.509616,0,2636066
0,0,24.9406471,771.9324951,2236.386963,52.014473,48.3664017,1.8828769,45.7986298,35.2319183,1.2777673,1.03318,-2.3752444,3.1731389,4.9094095,-13.6177673,-16.0724735,-0.4328984,-0.0096059,0.7437792,0.5092059,0,2636092
1,0,24.9362011,772.0056763,2235.627441,50.0139198,27.1840343,1.6475173,49.7324219,67.5063095,-10.5882397,1.9616952,-3.2047992,5.6068263,1.168907,-16.0724735,-19.1700764,-0.4331372,-0.0105758,0.7438214,0.5089217,0,2636118
0,0,24.9322853,772.0506592,2235.161133,8.8259859,36.1277008,-4.5895123,8.915657,16.6684017,-4.2855453,2.2732365,-3.2206819,6.2176914,-5.610754,-16.9491539,-21.3325539,-0.4331463,-0.0115019,0.7439055,0.5087708,0,2636144
1,0,24.9277477,772.1123047,2234.521973,3.7657537,15.4160547,-14.0038958,9.4037933,29.1589375,-14.9527483,3.7258739,-2.9995487,6.2971039,-13.6177673,-17.2998257,-25.5990658,-0.4329135,-0.0123623,0.7441884,0.5085353,0,2636169
0,1,24.9234657,772.1627197,2233.998047,3.4127142,13.062458,-16.2398109,3.3523445,21.4492626,-13.3878412,4.2133441,-2.4509916,6.5145721,-21.9170074,-15.3126822,-30.1578007,-0.4325753,-0.0131289,0.7445634,0.5082547,0,2636195
1,0,24.9201145,772.1870728,2233.745117,-0.3530394,18.5934105,-13.1801386,0.5599205,5.99402,-13.6678028,4.6006327,-1.7460531,6.4156122,-28.8720036,-10.9877262,-33.4307442,-0.4321325,-0.0135982,0.7453247,0.5075026,0,2636221
0,1,24.9165802,772.2564697,2233.026367,-2.1182363,24.2420406,-15.063015,-6.3385878,29.3958263,-19.9848557,5.4937177,-0.9384892,6.0014453,-35.5347748,-5.3769727,-37.8725891,-0.4316112,-0.0143465,0.745798,0.5072303,0,2636247
0,0,24.913044,772.3599243,2231.952637,-8.0022268,20.0055656,-18.2403698,-8.4490566,19.4249344,-21.4277267,5.8577933,0.0963165,5.3759193,-39.0999413,2.4547048,-41.4377556,-0.4309958,-0.015036,0.7464358,0.5067953,0,2636273
0,0,24.9095287,772.4255981,2231.270996,-7.6491866,29.302269,-27.0663548,-37.7874565,43.7455864,-29.8049984,6.4637718,1.3180469,4.2323794,-40.794857,12.2150784,-46.0549393,-0.4303336,-0.0159399,0.7468868,0.5066659,0,2636299
1,0,24.907032,772.4780273,2230.727295,-34.5978622,20.476284,-28.8315525,-31.7862549,14.9383907,-35.4544525,7.0318761,2.6387374,2.6111431,-41.1455307,18.7025127,-48.2174149,-0.4296213,-0.0167414,0.7475757,0.5062283,0,2636325
1,0,24.9048634,772.5565796,2229.912598,-24.4773998,10.9442225,-36.2453804,-24.6006088,8.7505522,-43.6235466,7.1919231,3.6356697,1.7327189,-38.6323776,25.5990658,-50.9643478,-0.4289699,-0.0174197,0.748381,0.5055677,0,2636350
0,0,24.903389,772.6408691,2229.038818,-29.8906708,4.7071919,-35.4216194,-32.0016098,-7.1282182,-43.7384071,7.1748185,4.5104284,1.233031,-34.4243126,34.0736427,-52.6592598,-0.4284156,-0.0180158,0.7491598,0.5048628,0,2636376
0,0,24.9020042,772.6520386,2228.923096,-34.0094604,-9.2967052,-35.4216194,-34.3417892,-19.5900383,-40.6660194,6.824182,5.579443,1.1731663,-27.7615433,44.7691422,-52.7177086,-0.4279934,-0.0184955,0.7498663,0.5041542,0,2636406
0,1,24.900219,772.7369995,2228.04126,-23.888998,-28.5961914,-31.3028259,-14.5220394,-43.6522636,-37.2777824,5.8895583,6.4151068,1.5128073,-20.5727654,50.613678,-50.7305679,-0.4280174,-0.018513,0.7504848,0.503212,0,2636432
0,0,24.8988876,772.7831421,2227.563477,-8.9436646,-48.9547997,-27.6547527,1.9238293,-59.3443947,-24.8733902,4.5774202,6.7242045,1.587333,-14.143775,55.6984253,-47.5745163,-0.4284216,-0.0182143,0.7508677,0.5023068,0,2636459
1,1,24.8989067,772.8121948,2227.262207,3.8834333,-59.8990173,-19.5348454,21.6646175,-60.6293411,-12.0813608,3.0197136,6.5971446,0.9263767,-6.4289889,57.3348923,-42.9573364,-0.4291072,-0.0176991,0.7510347,0.5014898,0,2636484
0,1,24.8997993,772.8313599,2227.064453,3.1773546,-50.8376732,-11.8856602,21.4205494,-53.4078026,-9.1381893,1.7503358,6.0644698,-0.0216861,-2.6300409,60.666275,-39.2168312,-0.4297731,-0.0171463,0.7511408,0.5007793,0,2636510
1,1,24.9013481,772.9446411,2225.888672,27.4193935,-45.5420837,-7.8845468,30.0275326,-42.4678116,-5.5704908,0.856029,5.3143277,-1.3582593,-0.7013443,61.5429573,-36.4114571,-0.4304902,-0.0165188,0.7511657,0.5001467,0,2636536
0,1,24.9030781,773.0484009,2224.814453,28.9492321,-40.8348923,-4.118793,32.9707031,-42.2022095,-1.6079768,0.2011815,4.4859943,-2.837775,1.1104617,62.8287544,-32.9631805,-0.4311987,-0.0158865,0.7511041,0.499649,0,2636562
1,0,24.9058475,773.180603,2223.443604,24.712759,-36.5984154,-2.9419951,26.4454746,-37.8807755,0.0861416,-0.3033932,3.7456253,-4.0863833,-0.1753361,63.5885429,-31.034481,-0.4318508,-0.0152672,0.7510054,0.4992536,0,2636587
0,1,24.9083443,773.2437134,2222.790283,18.2403698,-27.1840343,0.3530394,17.6662102,-26.9407902,-0.4666004,-0.6625819,3.1213212,-5.2873445,-3.6820571,65.1665649,-29.3395672,-0.4324206,-0.01465,0.7509015,0.498935,0,2636620
0,1,24.9087811,773.3605347,2221.579346,16.8282127,-30.12603,2.4712758,11.3348007,-41.4843674,12.8566351,-0.8238504,2.7486932,-6.0545912,-9.0005846,66.2185822,-29.2811222,-0.4329847,-0.0141541,0.7505659,0.4989649,0,2636646
0,0,24.9098206,773.4553833,2220.596191,7.4138279,-22.2414818,-0.2353596,4.5655055,-5.9294147,-2.239682,-0.7309989,2.6582854,-6.6141438,-14.08533,67.1537094,-29.1057854,-0.4332976,-0.0135303,0.7506607,0.498568,0,2636672
1,1,24.909874,773.5281372,2219.842773,0.9414384,-1.8828769,-2.2359161,1.7443677,-1.0480564,-2.9934211,-0.4658833,2.6643939,-6.634913,-20.3389816,66.8614883,-29.9240208,-0.4330147,-0.0132015,0.7511691,0.4980564,0,2636697
1,0,24.9104939,773.5823364,2219.281006,-0.9414384,-0.2353596,-2.7066355,1.1916257,-4.0773697,-3.6107693,-0.063934,2.6228549,-6.5921521,-25.365284,65.6925812,-30.8591461,-0.432843,-0.0127897,0.751603,0.4975616,0,2636723
0,0,24.9118423,773.6187744,2218.903809,0,-8.4729452,1.2944778,0.4163511,-8.8295155,9.1094761,0.1205473,2.5043473,-6.5493922,-31.092926,63.0625381,-30.9175911,-0.433364,-0.012461,0.7509443,0.4981107,0,2636749
0,0,24.9131546,773.7055664,2218.004883,-0.588399,-11.6503,-2.353596,-1.2777673,-9.8847504,-1.0624132,0.2024032,2.4493694,-6.4956355,-36.2361183,60.2571602,-31.7942715,-0.4333913,-0.0120711,0.7510118,0.4979948,0,2636775
0,0,24.9138279,773.8026123,2216.999023,1.4121575,-11.6503,-1.176798,9.6909313,-8.8941212,-6.9415789,0.140095,2.0400896,-6.5603876,-39.9181747,56.5166588,-31.9111652,-0.433485,-0.011377,0.7513145,0.4974729,0,2636800
0,1,24.9152126,773.8800049,2216.197754,-2.9419951,-18.0050087,6.5900693,-17.1852512,-31.4704018,7.1784678,0.1547557,2.3577397,-6.7021084,-43.3080063,53.1268234,-33.1385155,-0.4334338,-0.011254,0.7511737,0.4977328,0,2636826
1,0,24.9163971,773.9264526,2215.716065,-0.1176798,-17.6519718,4.3541527,0.3589234,-10.5523481,2.5627131,-0.1201336,2.1036196,-6.236629,-45.9380493,48.2174149,-35.3009949,-0.4337663,-0.0107481,0.7509964,0.4977217,0,2636852
0,1,24.9169979,774.0094604,2214.857422,-0.7060788,-6.2370291,2.0005567,-3.940979,-3.682554,0.0143569,-0.1018077,2.2074668,-6.2329636,-47.0485077,44.0093536,-37.5803604,-0.4334171,-0.0109122,0.7510386,0.4979587,0,2636878
0,0,24.9176006,774.1044312,2213.874512,-4.118793,-8.237586,1.6475173,-1.5792629,-13.2801657,3.7686956,-0.172668,2.2905443,-6.0374866,-48.2758598,38.3401527,-39.8012848,-0.4337412,-0.010573,0.7508556,0.4979598,0,2636903
0,0,24.9190578,774.1923218,2212.964111,-2.5889556,-14.1215754,5.2955914,-5.9868422,-17.9174557,3.1441691,-0.3559276,2.4395955,-5.8969879,-47.4576263,31.2098179,-41.9637642,-0.4339276,-0.0104295,0.7507676,0.497933,0,2636933
0,1,24.9195671,774.2910156,2211.942627,0.2353596,-13.650857,4.824872,0.337388,-5.9653068,0.5312066,-0.3547058,2.5385559,-5.817575,-46.4056091,25.8328476,-45.236702,-0.4343636,-0.0100971,0.7507208,0.4976303,0,2636959
1,1,24.9189472,774.3631592,2211.194824,-0.2353596,-9.4143839,3.1773546,4.5511484,-18.0107765,6.4319072,-0.4145706,2.6045291,-5.8359013,-44.0677986,20.9234371,-46.4640541,-0.4350604,-0.0097579,0.7504536,0.4974314,0,2636985
0,1,24.9196396,774.4298096,2210.505371,2.353596,-13.5331774,4.4718323,1.7946169,-5.7212391,4.0414772,-0.1799984,2.6814981,-5.9983916,-39.7428398,17.8842773,-47.92519,-0.4359024,-0.0095545,0.7499828,0.4974082,0,2637011
1,1,24.9202957,774.4785156,2210.001465,10.238142,-14.2392559,7.1784678,7.3148589,-19.6761818,7.1928248,-0.4414487,2.597199,-6.2830548,-36.7036819,13.3839865,-50.8474579,-0.4367318,-0.0093454,0.7496947,0.4971188,0,2637036
0,1,24.9212246,774.5248413,2209.522217,6.11935,-7.8845468,1.8828769,13.8257294,-13.7754803,4.0342989,-0.5367437,2.4970169,-6.4821968,-31.8527184,9.818819,-52.4839287,-0.4376668,-0.0091048,0.7494625,0.496651,0,2637062
0,0,24.9231014,774.5513916,2209.247803,7.1784678,-10.8265419,6.9431086,10.7605228,-11.9808636,5.4771705,-0.4109055,2.3516309,-6.9122458,-26.3588543,6.3705435,-53.4774971,-0.4386852,-0.0089986,0.749139,0.4962423,0,2637088
1,0,24.9245052,774.5801392,2208.950195,11.1795807,-16.2398109,7.4138279,26.2085876,-32.3246422,17.0416813,-0.68946,2.1659279,-7.2897606,-20.6896553,4.3834014,-54.3541794,-0.4397529,-0.0089899,0.7487742,0.4958478,0,2637114
0,0,24.9265633,774.581543,2208.935791,14.4746161,-21.6530838,8.8259859,18.6999092,-25.8927326,7.9034929,-0.8495067,2.0425332,-7.7967787,-14.4944477,3.3898306,-54.1203995,-0.440791,-0.0090156,0.7485397,0.4952793,0,2637139
0,0,24.9279842,774.5366211,2209.400147,16.1221313,-22.3591614,6.11935,17.8959198,-26.2803707,7.3220377,-1.1891477,1.9521251,-8.4064226,-8.0654593,4.266511,-53.5943871,-0.4418489,-0.0090631,0.7483368,0.494642,0,2637165
0,1,24.9297695,774.4674683,2210.116455,13.5331774,-24.9481163,5.1779113,12.9714918,-28.9938297,5.5130639,-1.5373409,2.0486417,-8.8865623,-1.168907,6.3120985,-52.133255,-0.4428677,-0.0091259,0.7482141,0.4939149,0,2637191
0,0,24.9311008,774.3653564,2211.172363,12.3563795,-27.4193935,4.824872,13.9908333,-25.4404907,4.1850467,-1.7645828,2.2929878,-9.2604122,5.6691995,7.831677,-50.4383392,-0.443946,-0.0091145,0.7481251,0.493081,0,2637217
0,1,24.932539,774.2852173,2212.002441,11.1795807,-24.1243591,4.3541527,9.827322,-24.4211464,3.1441691,-1.8220041,2.6289637,-9.5658445,11.5137348,12.8579779,-48.3343048,-0.4449711,-0.009021,0.7480891,0.4922127,0,2637242
1,0,24.9341984,774.288208,2211.971191,9.8851032,-22.2414818,4.3541527,6.9056859,-22.5116749,2.656033,-1.7132702,3.0309131,-9.7246685,15.3711271,16.5400352,-46.0549393,-0.4459466,-0.0088747,0.7480755,0.4913525,0,2637268
1,0,24.9354553,774.3169556,2211.673584,8.237586,-24.8304386,2.1182363,6.0729837,-27.9960251,2.2253251,-1.5544451,3.3705542,-9.6855736,19.1700764,24.6639385,-42.6066628,-0.4467744,-0.0086338,0.7481055,0.4905585,0,2637294
0,1,24.9362373,774.2940063,2211.911133,1.4121575,-28.0077915,1.6475173,-1.1485548,-28.8430843,-0.6388837,-1.3968419,3.8873463,-9.5035362,20.0467548,32.261837,-39.8597298,-0.4473124,-0.0084853,0.7482202,0.4898954,0,2637320
0,1,24.9368401,774.3121948,2211.723145,-3.2950346,-26.9486752,0,-4.5439701,-27.2279301,-2.76371,-1.1329482,4.4187989,-9.2298689,20.5143204,40.2688484,-35.4763298,-0.4476303,-0.0084062,0.7483734,0.4893721,0,2637345
0,0,24.9382973,774.3764038,2211.058594,-6.11935,-26.3602772,-1.0591182,-5.369494,-29.2020054,-3.6610188,-0.7102294,4.9319263,-8.8303633,18.351841,49.0356522,-31.3851528,-0.4478543,-0.008356,0.7484913,0.4889874,0,2637371
0,0,24.9389706,774.4960327,2209.820313,-7.2961473,-26.9486752,-2.2359161,-7.7240319,-27.3643208,-5.6494536,-0.2313111,5.2886715,-8.3160143,13.7346582,55.6399765,-26.4172993,-0.4479408,-0.0083782,0.7486009,0.4887401,0,2637397
0,1,24.9396095,774.6759644,2207.958496,-7.4138279,-26.477953,-3.8834333,-6.0227346,-26.5316181,-7.0061846,0.2390551,5.5293522,-7.8468699,8.2407951,62.0105209,-21.9170074,-0.4480124,-0.008337,0.7486796,0.4885547,0,2637423
0,1,24.9403744,774.7820435,2206.861084,-8.1199055,-25.1834793,-4.5895123,-6.2955165,-27.5724964,-7.6019974,0.8633595,5.6319776,-7.3557339,-0.7597896,67.6212692,-16.1309185,-0.4480561,-0.008212,0.7486948,0.4884932,0,2637454
0,1,24.9394989,774.8601685,2206.052734,-8.1199055,-27.0663548,-7.5315075,-3.9912283,-27.7734928,-7.1712894,1.2335438,5.5904384,-6.9806628,-6.6043248,70.6019897,-12.682642,-0.4481387,-0.0079561,0.7486712,0.488458,0,2637480
0,0,24.9386978,774.9348145,2205.281006,-2.353596,-27.3017139,-5.530951,-0.7106684,-28.9292259,-6.7621169,1.5463067,5.3827443,-6.7497554,-13.8515491,70.8357697,-10.3448277,-0.4482628,-0.0075402,0.7486272,0.488418,0,2637505
0,0,24.9388256,774.9892578,2204.718262,-2.1182363,-26.2425976,-4.3541527,-1.8520448,-25.3830624,-5.046463,1.83097,5.0993032,-6.5628309,-22.7936878,70.8942108,-7.4810052,-0.4483235,-0.007048,0.7485787,0.488444,0,2637531
1,0,24.9394989,775.0709839,2203.871094,-1.0591182,-23.888998,-2.5889556,1.198804,-24.6436825,-4.4004011,2.0447729,4.7474446,-6.4479885,-29.9824657,68.2641754,-5.6691995,-0.4484072,-0.0063972,0.7485458,0.4884267,0,2637557
1,0,24.9404469,775.1345215,2203.2146,1.0591182,-23.7713203,-0.9414384,3.6323047,-27.1130714,-1.7443677,2.1657243,4.3222823,-6.4406581,-37.7556992,65.5172424,-5.2600818,-0.448551,-0.0056226,0.7484714,0.4884182,0,2637583
1,1,24.9411583,775.1793213,2202.751709,2.1182363,-24.3597183,0.8237587,2.5914266,-26.2014084,-0.0646062,2.2084846,3.8213727,-6.4785318,-44.5938034,61.776741,-5.3769727,-0.4486633,-0.0048134,0.7484089,0.4884195,0,2637608
0,0,24.9427071,775.2663574,2201.850586,2.7066355,-23.888998,1.5298375,5.2474599,-25.2466717,2.6775687,2.1938238,3.2496028,-6.5750484,-50.9643478,55.1139717,-5.7860899,-0.4488409,-0.0039091,0.7483228,0.4883964,0,2637634
0,0,24.9435806,775.3267212,2201.227295,3.059675,-24.5950794,2.7066355,4.0989051,-24.8518562,4.2424746,2.0765378,2.7218153,-6.7045517,-55.1724129,49.503212,-7.5978956,-0.4490102,-0.0030231,0.74824,0.4883737,0,2637660
1,0,24.9451103,775.4105835,2200.360352,3.059675,-23.7713203,7.2961473,4.7090745,-24.3493633,6.4965138,1.8419656,2.2013581,-6.7998462,-59.4973679,41.5546494,-8.6499128,-0.4492205,-0.002129,0.7481396,0.488339,0,2637686
1,0,24.9459667,775.4816895,2199.625,3.5303938,-22.2414818,8.0022268,3.3738799,-26.2229462,7.329216,1.531646,1.7175528,-6.9110241,-61.5429573,33.781414,-10.2279377,-0.4494111,-0.0012854,0.7480704,0.4882726,0,2637711
1,0,24.9468975,775.5444946,2198.976074,2.5889556,-23.3006001,8.8259859,2.9216366,-23.1433792,8.8797646,1.1370271,1.3229338,-6.9953237,-62.5949745,25.7159557,-12.1566334,-0.4496664,-0.0004979,0.7479488,0.4882253,0,2637737
0,0,24.9478798,775.5935669,2198.469238,2.0005567,-22.1238041,7.6491866,2.4335005,-21.45644,9.2315102,0.6788781,1.005284,-7.0246449,-61.776741,19.754528,-13.6762123,-0.4499597,0.0002397,0.747798,0.4881862,0,2637763
0,0,24.9483356,775.6858521,2197.514648,1.5298375,-20.0055656,7.6491866,1.6223336,-23.667408,10.1144609,0.1840773,0.8073637,-7.0319753,-59.6727066,11.6890707,-15.1957912,-0.4502831,0.0008932,0.747641,0.4881276,0,2637789
1,0,24.9491196,775.7677002,2196.667481,0.9414384,-20.2409267,7.8845468,2.103291,-20.6811676,9.5904322,-0.2691847,0.7169556,-7.0026541,-56.2244301,4.2080655,-15.8971357,-0.4506902,0.0014883,0.7474363,0.4880639,0,2637814
0,0,24.9489746,775.8394775,2195.926025,0,-18.7110882,7.6491866,0.7250252,-18.7716923,8.7290173,-0.7371075,0.719399,-6.9269071,-51.5488014,-2.4547048,-16.4231453,-0.451132,0.0019711,0.7471942,0.4880247,0,2637840
0,1,24.9500313,775.8734741,2195.574707,0.588399,-15.651413,7.6491866,1.2562319,-14.608182,8.3485575,-1.1622697,0.83302,-6.8242812,-46.5225029,-8.416131,-17.6504974,-0.4516958,0.0023505,0.7468271,0.4880635,0,2637866
1,1,24.9505215,775.8969116,2195.33252,-0.3530394,-14.2392559,6.3547091,1.808974,-17.1708946,7.8676004,-1.5507799,1.0126143,-6.73876,-40.3272934,-12.9164238,-16.9491539,-0.4522854,0.0026749,0.7464728,0.4880579,0,2637892
1,0,24.950613,775.87854,2195.522217,2.1182363,-12.0033398,5.6486301,3.5461631,-13.3017006,7.113862,-1.8757603,1.2435215,-6.6898909,-32.9047356,-17.2998257,-16.1309185,-0.4529933,0.002922,0.7460035,0.4881175,0,2637917
0,1,24.9508133,775.7839355,2196.500244,2.4712758,-9.2967052,4.5895123,2.8785655,-8.1116686,5.3048878,-2.0614634,1.5074151,-6.7216558,-25.9497375,-18.6440678,-15.0789003,-0.4537556,0.0030415,0.7454281,0.4882877,0,2637943
1,1,24.951416,775.7374268,2196.98169,6.11935,-6.7077489,6.3547091,10.932806,-10.236496,2.4622147,-2.226397,1.911808,-6.902472,-17.8258324,-20.1636467,-12.3904142,-0.4544243,0.0031598,0.7450894,0.4881821,0,2637973
1,0,24.9503956,775.6908569,2197.462891,12.0033398,-7.2961473,5.2955914,16.1802673,-7.4727845,2.9862425,-2.2178447,2.1622627,-7.1724744,-10.4032736,-18.8778496,-9.7603741,-0.4549933,0.0029925,0.7447435,0.4881808,0,2637998
0,0,24.9493389,775.680481,2197.56958,15.063015,-7.1784678,3.7657537,16.9196472,-5.3910289,3.3882368,-2.1298802,2.2624445,-7.4779067,-2.2209234,-15.8386898,-6.3705435,-0.4554336,0.0024038,0.744476,0.4881816,0,2638024
0,1,24.9473877,775.671936,2197.658203,15.4160547,-5.8839903,3.7657537,16.9124718,-6.1663032,3.4456646,-1.9649465,2.4835777,-7.8505349,5.2016368,-11.9228516,-3.2144945,-0.4561087,0.0017149,0.7443008,0.4878212,0,2638050
1,0,24.9453487,775.6453247,2197.933594,18.3580494,-7.5315075,2.4712758,21.6933308,-12.4833555,3.4815569,-1.8782037,2.5348904,-8.2744751,11.3383989,-5.610754,0.818235,-0.4575621,0.002104,0.7438977,0.487073,0,2638076
1,0,24.9438,775.6459961,2197.926025,20.0055656,-10.4735031,2.7066355,21.6861534,-12.4115705,2.7278178,-1.7108268,2.5752075,-8.7289591,16.3647003,3.6236119,4.7340736,-0.4591518,0.0031853,0.7431866,0.4866566,0,2638102
0,0,24.9423599,775.6296997,2198.094727,20.8293247,-14.8276558,3.2950346,23.164917,-21.4779758,3.7256248,-1.6607357,2.5886467,-9.226203,18.5271778,12.682642,8.0070133,-0.4604788,0.0041705,0.74244,0.4865347,0,2638128
1,0,24.9408474,775.5767822,2198.64209,20.8293247,-22.0061226,1.7651969,19.704895,-25.2394924,2.4263222,-1.5898753,2.6631722,-9.7539911,18.9947395,24.2548218,11.3968439,-0.4615238,0.0049902,0.7417369,0.4866093,0,2638153
0,1,24.9392624,775.5319214,2199.104736,15.1806927,-25.5365162,0.1176798,15.089139,-26.28755,1.2131611,-1.6204187,2.8281059,-10.0887451,16.4231453,34.5412064,14.6113377,-0.4623722,0.0057633,0.7410564,0.4868321,0,2638180
0,1,24.9385166,775.4961548,2199.475586,9.5320644,-29.5376282,-0.8237587,7.5661054,-32.1523552,-0.6675975,-1.7267091,3.1848512,-10.1559401,10.5201635,45.4704857,17.5920525,-0.4629433,0.0064814,0.7404525,0.4871991,0,2638205
0,1,24.9385529,775.4615479,2199.833496,3.4127142,-27.3017139,-2.4712758,-0.8039884,-27.4576378,-3.1226335,-1.6033144,3.7065301,-9.9323635,4.3249564,51.0227928,19.1700764,-0.4632427,0.0071142,0.7399626,0.4876499,0,2638231
0,0,24.9378414,775.4533691,2199.917725,-4.118793,-25.6541958,-3.2950346,-4.5080776,-23.4807682,-4.8885365,-1.3210946,4.2257657,-9.4558887,-5.9614258,55.9906464,20.5727654,-0.4632686,0.0077356,0.7396179,0.4881383,0,2638257
0,1,24.9384613,775.5748291,2198.662109,-6.2370291,-21.8884449,-4.0011134,-10.021142,-21.9015045,-6.8195438,-0.8971542,4.7340059,-8.8108149,-17.7089424,59.3804779,21.3325539,-0.4629858,0.0082727,0.7394412,0.4886652,0,2638283
1,0,24.9382057,775.6954956,2197.414795,-10.0027828,-18.2403698,-4.118793,-8.4418783,-21.8081856,-7.6307111,-0.3376016,5.1970415,-8.1999493,-28.7551136,58.6206894,20.9234371,-0.4626242,0.0089239,0.7394074,0.4890474,0,2638308
0,1,24.9377327,775.8355713,2195.966553,-9.4143839,-14.2392559,-8.9436646,-8.5423775,-16.2879429,-9.6765738,0.3746672,5.4621568,-7.6709404,-38.7492676,56.5166588,18.7025127,-0.4620246,0.009508,0.7396204,0.4892808,0,2638334
0,0,24.938097,775.9494019,2194.790772,-9.0613451,-12.9447775,-9.649744,-6.2309098,-11.8229361,-12.4761772,1.1895616,5.5342388,-7.2787647,-48.0420799,51.0812416,16.2478085,-0.4612167,0.0100714,0.7401338,0.4892555,0,2638360
1,0,24.9383698,776.0495605,2193.755371,-5.2955914,-11.1795807,-9.1790247,-2.0386848,-13.481163,-11.6793671,1.9018304,5.3460922,-7.0759578,-55.1139717,44.4769135,13.0917597,-0.460568,0.010818,0.7407233,0.4889584,0,2638386
0,0,24.9388618,776.0838623,2193.401611,-2.4712758,-11.4149408,-8.4729452,-1.5433706,-13.5888405,-10.9686985,2.5371304,4.9368129,-6.9403458,-60.0818214,35.7685547,8.2992401,-0.4599656,0.0115473,0.7413893,0.4884993,0,2638411
1,0,24.9388065,776.076355,2193.479004,-0.588399,-11.5326204,-6.8254285,0.9403793,-15.0747824,-8.9300137,3.018492,4.3247261,-6.8743725,-62.1858521,27.0601997,2.3378141,-0.4595887,0.0123351,0.7420118,0.4878891,0,2638437
