time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_y,q0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_z,alt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltage,roll,pitch,yaw,t_burnout,t_apogee,t_drogue,t_main,t_land,drogue_validated_baro,main_validated_baro
899890,1,938.346,643.166,650.261,39.740,0.084,0.020,0.087,0.167,0.372,-2.492,-9.867,0.001,0.001,0.000,5.766,-11.532,-10.571,0.000,0,19.558,7.814,-31.157,0.512,-0.360,0.594,-0.506,-0.000,-0.000,0.374,-7.220,1,1,14154,14216,14187,14158,-102.873,-87.840,14.165,0,0,0,0,0,0,0
900890,1,938.357,643.069,650.261,39.750,0.080,0.019,0.145,0.008,0.367,-2.491,-9.855,0.001,0.002,0.000,3.844,-6.727,-10.571,0.000,0,19.782,7.856,-30.709,0.512,-0.360,0.594,-0.505,0.008,0.000,0.361,-7.111,1,1,14152,14222,14184,14164,-102.923,-87.908,14.164,0,0,0,0,0,0,0
901890,1,938.319,643.407,650.261,39.750,0.075,0.018,0.255,0.309,0.359,-2.481,-9.847,0.001,0.002,0.000,2.883,-3.844,-1.922,0.000,0,20.356,8.290,-31.927,0.512,-0.360,0.594,-0.506,-0.000,0.000,0.351,-7.049,1,1,14160,14223,14186,14159,-102.965,-87.912,14.135,0,0,0,0,0,0,0
902890,1,938.386,642.818,650.261,39.760,0.072,0.017,0.083,-0.265,0.364,-2.490,-9.851,0.001,0.002,0.001,5.766,-0.961,-2.883,0.000,0,20.272,7.912,-31.199,0.512,-0.359,0.594,-0.506,-0.000,-0.000,0.358,-7.123,1,1,14150,14218,14189,14169,-103.000,-87.885,14.172,0,0,0,0,0,0,0
903890,1,938.347,643.164,650.261,39.770,0.068,0.017,0.060,0.172,0.366,-2.480,-9.858,-0.000,0.002,0.001,2.883,-6.727,0.000,0.000,0,20.090,7.926,-31.801,0.511,-0.359,0.594,-0.506,-0.000,0.000,0.362,-7.282,1,1,14130,14219,14192,14162,-103.031,-87.873,14.113,0,0,0,0,0,0,0
904890,1,938.367,642.979,650.261,39.760,0.065,0.016,0.106,0.002,0.370,-2.486,-9.854,0.001,0.002,0.000,8.649,-6.727,-12.493,0.000,0,19.880,7.436,-32.459,0.511,-0.359,0.594,-0.506,0.003,-0.001,0.359,-7.254,1,1,14184,14218,14192,14165,-103.068,-87.869,14.154,0,0,0,0,0,0,0
905890,1,938.363,643.021,650.261,39.770,0.061,0.015,0.148,-0.020,0.354,-2.481,-9.855,0.001,0.002,0.000,6.727,-3.844,-7.688,0.000,0,19.880,7.590,-31.059,0.511,-0.359,0.594,-0.507,-0.010,0.002,0.359,-7.120,1,1,14135,14214,14186,14164,-103.107,-87.885,14.125,0,0,0,0,0,0,0
906890,1,938.380,642.868,650.261,39.780,0.058,0.014,0.108,-0.213,0.371,-2.487,-9.853,0.001,0.001,0.000,5.766,-3.844,-3.844,0.000,0,19.712,7.786,-31.871,0.511,-0.359,0.594,-0.507,0.004,0.001,0.358,-7.091,1,1,14156,14220,14192,14159,-103.137,-87.865,14.147,0,0,0,0,0,0,0
907890,1,938.349,643.145,650.261,39.780,0.055,0.013,0.107,0.073,0.361,-2.481,-9.847,-0.000,0.001,0.000,8.649,-6.727,-18.259,0.000,0,19.726,7.940,-31.227,0.511,-0.358,0.595,-0.507,-0.000,-0.000,0.351,-7.136,1,1,14160,14232,14177,14157,-103.182,-87.898,14.135,0,0,0,0,0,0,0
908890,1,938.370,642.952,650.261,39.780,0.053,0.013,0.109,-0.084,0.372,-2.487,-9.854,0.001,0.002,0.000,7.688,-3.844,0.961,0.000,0,20.258,8.052,-31.143,0.511,-0.358,0.595,-0.507,-0.000,0.000,0.360,-7.196,1,1,14153,14215,14181,14165,-103.202,-87.837,14.158,0,0,0,0,0,0,0
909890,1,938.345,643.180,650.261,39.790,0.050,0.012,0.145,0.099,0.352,-2.483,-9.850,-0.000,0.002,0.000,2.883,0.000,-1.922,0.000,0,20.020,7.632,-32.487,0.510,-0.358,0.595,-0.507,-0.005,0.003,0.354,-7.085,1,1,14156,14223,14185,14162,-103.262,-87.925,14.125,0,0,0,0,0,0,0
910890,1,938.355,643.087,650.261,39.800,0.047,0.012,0.121,-0.044,0.364,-2.489,-9.867,0.001,0.001,0.000,8.649,-3.844,-14.415,0.000,0,20.538,7.828,-31.381,0.510,-0.358,0.595,-0.507,-0.000,0.000,0.372,-7.034,1,1,14134,14216,14188,14164,-103.285,-87.889,14.147,0,0,0,0,0,0,0
911890,1,938.347,643.164,650.261,39.810,0.045,0.011,0.026,0.127,0.367,-2.483,-9.854,-0.000,0.002,0.001,4.805,-0.961,-1.922,0.000,0,20.090,8.024,-31.507,0.510,-0.358,0.595,-0.508,0.000,0.000,0.358,-7.236,1,1,14151,14214,14200,14161,-103.313,-87.864,14.131,0,0,0,0,0,0,0
912890,1,938.333,643.288,650.261,39.810,0.042,0.010,0.257,0.171,0.367,-2.478,-9.856,0.001,0.001,0.000,6.727,-1.922,-8.649,0.000,0,20.412,7.982,-31.983,0.510,-0.358,0.595,-0.508,0.000,-0.000,0.359,-7.022,1,1,14155,14213,14185,14163,-103.350,-87.863,14.101,0,0,0,0,0,0,0
913890,1,938.315,643.441,650.261,39.820,0.040,0.010,0.181,0.296,0.356,-2.477,-9.850,0.001,0.002,0.001,5.766,-5.766,0.000,0.000,0,20.006,8.500,-31.493,0.510,-0.358,0.595,-0.508,0.000,0.000,0.353,-7.013,1,1,14148,14207,14189,14154,-103.396,-87.933,14.104,0,0,0,0,0,0,0
914890,1,938.357,643.071,650.261,39.820,0.038,0.009,0.033,-0.035,0.376,-2.480,-9.853,0.001,0.002,0.000,10.571,-0.961,-18.259,0.000,0,19.922,8.164,-31.227,0.510,-0.357,0.595,-0.508,0.002,-0.001,0.357,-7.129,1,1,14152,14214,14189,14164,-103.401,-87.827,14.120,0,0,0,0,0,0,0
915890,1,938.327,643.338,650.261,39.830,0.036,0.009,0.141,0.192,0.357,-2.485,-9.860,-0.000,0.001,0.000,4.805,-5.766,2.883,0.000,0,19.782,8.108,-31.815,0.510,-0.357,0.596,-0.508,-0.003,0.002,0.364,-7.046,1,1,14151,14212,14182,14165,-103.456,-87.910,14.131,0,0,0,0,0,0,0
916890,1,938.326,643.346,650.261,39.830,0.034,0.008,0.098,0.270,0.369,-2.487,-9.868,0.001,0.001,0.000,11.532,-5.766,-5.766,0.000,0,19.768,8.094,-31.885,0.510,-0.357,0.596,-0.508,0.000,0.000,0.373,-7.176,1,1,14158,14220,14188,14161,-103.485,-87.859,14.139,0,0,0,0,0,0,0
917890,1,938.348,643.156,650.261,39.840,0.032,0.008,-0.003,0.155,0.358,-2.486,-9.856,0.001,0.002,0.000,10.571,-6.727,-15.376,0.000,0,19.978,8.220,-31.801,0.509,-0.357,0.596,-0.508,-0.003,0.002,0.361,-7.290,1,1,14150,14216,14184,14161,-103.524,-87.902,14.143,0,0,0,0,0,0,0
918890,1,938.376,642.905,650.261,39.850,0.031,0.007,0.060,-0.092,0.377,-2.483,-9.861,0.001,0.002,0.001,5.766,-3.844,-12.493,0.000,0,20.244,7.870,-31.871,0.509,-0.356,0.595,-0.509,-0.000,-0.000,0.366,-7.244,1,1,14151,14216,14186,14160,-103.532,-87.810,14.120,0,0,0,0,0,0,0
919890,1,938.366,642.989,650.261,39.850,0.029,0.007,0.112,0.003,0.363,-2.478,-9.850,0.001,0.002,0.000,1.922,-4.805,0.000,0.000,0,20.020,7.758,-31.787,0.509,-0.356,0.596,-0.509,0.000,-0.001,0.353,-7.239,1,1,14154,14221,14185,14161,-103.586,-87.893,14.114,0,0,0,0,0,0,0
920890,1,938.361,643.040,650.261,39.850,0.028,0.007,0.143,0.045,0.373,-2.475,-9.848,0.001,0.001,0.000,5.766,-8.649,-14.415,0.000,0,19.838,7.688,-32.543,0.509,-0.356,0.596,-0.509,0.002,-0.002,0.351,-7.200,1,1,14148,14212,14181,14159,-103.605,-87.840,14.106,0,0,0,0,0,0,0
921890,1,938.331,643.301,650.261,39.870,0.026,0.006,0.120,0.308,0.357,-2.483,-9.850,0.001,0.001,0.000,2.883,0.000,0.000,0.000,0,19.824,7.870,-31.549,0.509,-0.356,0.596,-0.509,-0.000,-0.000,0.354,-7.206,1,1,14156,14214,14183,14168,-103.656,-87.926,14.136,0,0,0,0,0,0,0
922890,1,938.359,643.055,650.261,39.870,0.025,0.006,0.115,0.001,0.361,-2.490,-9.860,0.001,0.002,0.000,9.610,-3.844,-15.376,0.000,0,19.740,7.744,-31.465,0.509,-0.356,0.596,-0.509,-0.001,0.000,0.366,-7.112,1,1,14145,14215,14188,14164,-103.681,-87.897,14.162,0,0,0,0,0,0,0
923890,1,938.306,643.523,650.261,39.880,0.024,0.005,0.224,0.428,0.370,-2.483,-9.866,0.001,0.001,0.000,8.649,-4.805,-8.649,0.000,0,19.768,7.702,-31.969,0.508,-0.356,0.596,-0.509,0.002,0.000,0.370,-7.055,1,1,14165,14223,14180,14157,-103.706,-87.862,14.113,0,0,0,0,0,0,0
924890,1,938.345,643.177,650.261,39.880,0.023,0.005,0.155,0.076,0.359,-2.484,-9.857,0.002,0.002,0.001,0.961,-6.727,-4.805,0.000,0,19.866,7.618,-31.885,0.508,-0.356,0.597,-0.509,-0.003,-0.001,0.362,-7.087,1,1,14153,14213,14188,14160,-103.747,-87.900,14.141,0,0,0,0,0,0,0
925890,1,938.376,642.905,650.261,39.890,0.021,0.005,0.081,-0.153,0.367,-2.475,-9.864,-0.000,0.001,0.000,2.883,-1.922,0.000,0.000,0,19.684,7.436,-32.137,0.508,-0.356,0.597,-0.510,0.006,-0.004,0.367,-7.175,1,1,14149,14217,14180,14160,-103.791,-87.902,14.092,0,0,0,0,0,0,0
926890,1,938.377,642.897,650.261,39.890,0.020,0.005,0.093,-0.205,0.354,-2.474,-9.844,-0.000,0.001,0.000,6.727,-2.883,-13.454,0.000,0,19.712,7.590,-33.425,0.508,-0.355,0.597,-0.510,-0.004,-0.001,0.346,-7.091,1,1,14158,14221,14188,14163,-103.825,-87.918,14.110,0,0,0,0,0,0,0
927890,1,938.312,643.468,650.261,39.900,0.019,0.004,0.165,0.416,0.371,-2.478,-9.860,0.001,0.002,0.000,0.961,-2.883,0.000,0.000,0,20.286,7.702,-32.067,0.508,-0.355,0.597,-0.510,0.002,-0.003,0.363,-7.175,1,1,14130,14220,14192,14158,-103.852,-87.856,14.111,0,0,0,0,0,0,0
928890,1,938.353,643.106,650.261,39.900,0.018,0.004,0.116,0.017,0.358,-2.478,-9.858,0.001,0.001,0.000,5.766,0.000,-5.766,0.000,0,20.020,7.968,-31.003,0.507,-0.355,0.597,-0.510,-0.000,-0.000,0.361,-7.101,1,1,14154,14228,14179,14168,-103.897,-87.921,14.099,0,0,0,0,0,0,0
929890,1,938.332,643.293,650.261,39.910,0.017,0.004,0.125,0.198,0.366,-2.484,-9.868,0.001,0.002,0.000,1.922,-3.844,-7.688,0.000,0,20.146,7.996,-31.969,0.508,-0.355,0.597,-0.510,-0.001,0.002,0.372,-7.095,1,1,14158,14216,14192,14158,-103.912,-87.866,14.111,0,0,0,0,0,0,0
930890,1,938.371,642.950,650.261,39.920,0.016,0.004,0.092,-0.177,0.359,-2.474,-9.854,0.001,0.001,0.000,4.805,-4.805,-10.571,0.000,0,20.496,8.360,-31.101,0.507,-0.355,0.597,-0.510,0.000,0.000,0.356,-7.062,1,1,14130,14218,14185,14165,-103.955,-87.912,14.088,0,0,0,0,0,0,0
931890,1,938.341,643.211,650.261,39.920,0.016,0.004,0.195,0.049,0.375,-2.483,-9.856,-0.000,0.001,0.000,7.688,-5.766,-1.922,0.000,0,20.104,8.052,-31.157,0.507,-0.354,0.597,-0.511,0.006,0.004,0.361,-7.002,1,1,14150,14207,14189,14166,-103.973,-87.852,14.100,0,0,0,0,0,0,0
932890,1,938.321,643.391,650.261,39.930,0.015,0.004,0.173,0.205,0.364,-2.478,-9.855,-0.000,0.002,0.000,6.727,-4.805,-9.610,0.000,0,20.272,7.954,-32.375,0.507,-0.354,0.597,-0.511,0.002,-0.002,0.358,-6.988,1,1,14160,14214,14189,14157,-104.013,-87.899,14.112,0,0,0,0,0,0,0
933890,1,938.292,643.653,650.261,39.930,0.014,0.004,0.210,0.434,0.378,-2.480,-9.855,0.001,0.002,0.000,2.883,-3.844,-1.922,0.000,0,20.006,7.674,-31.731,0.507,-0.354,0.597,-0.511,0.000,-0.000,0.359,-6.945,1,1,14153,14216,14181,14158,-104.019,-87.801,14.116,0,0,0,0,0,0,0
934890,1,938.369,642.963,650.261,39.940,0.013,0.003,0.058,-0.269,0.358,-2.475,-9.858,0.001,0.001,0.000,13.454,-11.532,-0.961,0.000,0,19.698,7.562,-30.709,0.507,-0.354,0.597,-0.511,0.000,-0.000,0.361,-6.968,1,1,14160,14216,14187,14163,-104.081,-87.920,14.085,0,0,0,0,0,0,0
935890,1,938.380,642.871,650.261,39.950,0.013,0.003,-0.016,-0.330,0.369,-2.481,-9.854,0.001,0.002,0.000,1.922,-5.766,0.000,0.000,0,19.922,8.024,-30.891,0.507,-0.354,0.597,-0.511,-0.000,0.000,0.358,-7.042,1,1,14150,14216,14188,14159,-104.098,-87.858,14.127,0,0,0,0,0,0,0
936890,1,938.342,643.203,650.261,39.950,0.012,0.003,0.147,-0.060,0.367,-2.477,-9.856,0.001,0.002,0.000,7.688,-4.805,-11.532,0.000,0,19.866,7.800,-31.843,0.506,-0.354,0.597,-0.511,0.003,-0.000,0.359,-6.910,1,1,14128,14218,14192,14162,-104.131,-87.881,14.093,0,0,0,0,0,0,0
937890,1,938.339,643.233,650.261,39.960,0.011,0.003,0.138,-0.080,0.358,-2.478,-9.857,0.001,0.002,0.000,4.805,-1.922,0.000,0.000,0,20.090,7.814,-30.639,0.506,-0.354,0.598,-0.511,-0.001,0.001,0.360,-6.847,1,1,14124,14220,14187,14161,-104.174,-87.914,14.097,0,0,0,0,0,0,0
938890,1,938.338,643.238,650.261,39.960,0.010,0.003,0.094,-0.036,0.371,-2.479,-9.860,0.001,0.002,0.001,10.571,-2.883,-17.298,0.000,0,19.908,7.968,-31.857,0.506,-0.353,0.598,-0.512,0.010,0.000,0.363,-6.942,1,1,14160,14223,14179,14155,-104.203,-87.900,14.088,0,0,0,0,0,0,0
939890,1,938.351,643.127,650.261,39.970,0.009,0.003,0.025,-0.103,0.352,-2.487,-9.855,0.001,0.002,0.000,2.883,-9.610,-7.688,0.000,0,19.642,7.716,-30.107,0.506,-0.353,0.598,-0.512,-0.012,0.010,0.360,-7.027,1,1,14160,14213,14192,14164,-104.221,-87.873,14.119,0,0,0,0,0,0,0
940890,1,938.365,643.003,650.261,39.970,0.009,0.003,0.065,-0.198,0.370,-2.477,-9.845,0.001,0.002,0.000,2.883,0.000,-10.571,0.000,0,19.922,7.450,-32.361,0.506,-0.353,0.598,-0.512,-0.005,-0.003,0.349,-7.055,1,1,14129,14220,14188,14160,-104.245,-87.824,14.134,0,0,0,0,0,0,0
941890,1,938.325,643.351,650.261,39.980,0.009,0.003,0.127,0.145,0.359,-2.485,-9.855,0.001,0.001,0.000,2.883,-1.922,-3.844,0.000,0,20.062,7.716,-31.367,0.506,-0.353,0.598,-0.512,0.000,-0.000,0.360,-6.997,1,1,14160,14222,14191,14161,-104.293,-87.912,14.143,0,0,0,0,0,0,0
942890,1,938.349,643.140,650.261,39.980,0.008,0.002,0.138,-0.103,0.360,-2.485,-9.853,-0.000,0.001,0.000,7.688,-1.922,-13.454,0.000,0,20.076,7.884,-31.647,0.506,-0.353,0.598,-0.512,-0.000,0.000,0.357,-6.943,1,1,14127,14216,14188,14160,-104.320,-87.906,14.147,0,0,0,0,0,0,0
943890,1,938.313,643.457,650.261,40.000,0.007,0.002,0.123,0.248,0.353,-2.483,-9.851,0.001,0.002,0.000,7.688,-0.961,-12.493,0.000,0,20.314,7.478,-31.003,0.505,-0.353,0.599,-0.512,-0.000,-0.000,0.355,-7.008,1,1,14131,14213,14192,14157,-104.360,-87.948,14.135,0,0,0,0,0,0,0
944890,1,938.331,643.301,650.261,40.000,0.007,0.002,0.133,0.066,0.369,-2.485,-9.858,0.001,0.002,0.000,5.766,-2.883,4.805,0.000,0,20.314,7.198,-32.347,0.506,-0.352,0.598,-0.512,0.000,-0.000,0.364,-6.957,1,1,14126,14212,14184,14168,-104.372,-87.858,14.138,0,0,0,0,0,0,0
945890,1,938.381,642.860,650.261,40.000,0.007,0.002,0.076,-0.307,0.361,-2.478,-9.858,0.001,0.002,0.000,2.883,-1.922,-4.805,0.000,0,20.440,7.814,-31.773,0.505,-0.352,0.599,-0.512,0.007,-0.011,0.362,-7.079,1,1,14154,14217,14189,14163,-104.425,-87.951,14.146,0,0,0,0,0,0,0
946890,1,938.396,642.725,650.261,40.010,0.006,0.002,-0.008,-0.406,0.358,-2.485,-9.874,0.001,0.002,0.000,11.532,-1.922,-17.298,0.000,0,20.188,7.870,-32.221,0.505,-0.352,0.599,-0.512,-0.000,0.000,0.378,-7.130,1,1,14154,14216,14192,14165,-104.452,-87.924,14.117,0,0,0,0,0,0,0
