time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_y,q0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_z,alt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltage,roll,pitch,yaw,t_burnout,t_apogee,t_drogue,t_main,t_land,drogue_validated_baro,main_validated_baro
1025890,1,938.249,644.025,650.261,40.500,-0.000,0.000,0.153,0.560,0.357,-2.481,-9.870,-0.000,0.002,0.000,8.649,-4.805,-18.259,0.000,0,19.824,8.290,-33.117,0.494,-0.340,0.606,-0.523,-0.001,0.001,0.374,-6.740,1,1,14160,14215,14187,14160,-106.825,-87.924,14.101,0,0,0,0,0,0,0
1026890,1,938.278,643.772,650.261,40.510,0.000,-0.000,0.118,0.239,0.360,-2.468,-9.864,0.001,0.002,0.000,6.727,-4.805,-19.220,0.000,0,19.810,8.164,-32.977,0.494,-0.340,0.606,-0.523,-0.000,-0.000,0.365,-6.637,1,1,14159,14215,14188,14160,-106.846,-87.908,14.038,0,0,0,0,0,0,0
1027890,1,938.314,643.454,650.261,40.510,0.000,0.000,0.215,-0.094,0.359,-2.475,-9.857,0.001,0.002,0.000,5.766,-5.766,-16.337,0.000,0,19.404,8.248,-32.473,0.494,-0.339,0.606,-0.523,-0.002,-0.002,0.360,-6.610,1,1,14138,14222,14185,14164,-106.874,-87.908,14.101,0,0,0,0,0,0,0
1028890,1,938.290,643.669,650.261,40.520,0.000,0.000,0.095,0.171,0.363,-2.478,-9.862,-0.000,0.002,0.000,2.883,0.000,-8.649,0.000,0,19.768,8.514,-32.081,0.494,-0.339,0.606,-0.523,0.000,-0.000,0.365,-6.716,1,1,14154,14213,14188,14161,-106.896,-87.894,14.094,0,0,0,0,0,0,0
1029890,1,938.335,643.264,650.261,40.530,-0.000,0.000,0.144,-0.197,0.377,-2.480,-9.867,0.001,0.002,0.000,8.649,-4.805,-18.259,0.000,0,19.810,8.080,-32.795,0.494,-0.339,0.606,-0.523,0.007,-0.004,0.371,-6.755,1,1,14154,14215,14184,14168,-106.911,-87.856,14.111,0,0,0,0,0,0,0
1030890,1,938.330,643.309,650.261,40.530,0.000,0.000,0.113,-0.178,0.363,-2.484,-9.864,0.001,0.002,0.000,5.766,0.000,-21.142,0.000,0,20.272,7.982,-32.081,0.494,-0.339,0.606,-0.523,0.000,-0.000,0.369,-6.701,1,1,14160,14218,14189,14165,-106.950,-87.893,14.123,0,0,0,0,0,0,0
1031890,1,938.324,643.359,650.261,40.530,0.000,-0.000,0.150,-0.140,0.372,-2.481,-9.866,-0.000,0.002,0.000,6.727,-4.805,-14.415,0.000,0,19.474,8.514,-31.171,0.494,-0.339,0.606,-0.524,0.011,-0.004,0.370,-6.680,1,1,14168,14230,14186,14158,-106.975,-87.904,14.110,0,0,0,0,0,0,0
1032890,1,938.277,643.777,650.261,40.540,0.000,0.000,0.157,0.288,0.361,-2.483,-9.863,0.001,0.002,0.000,6.727,-2.883,0.000,0.000,0,19.362,7.800,-31.437,0.494,-0.339,0.606,-0.524,0.000,-0.000,0.367,-6.712,1,1,14134,14217,14187,14159,-107.002,-87.899,14.119,0,0,0,0,0,0,0
1033890,1,938.332,643.291,650.261,40.550,0.000,-0.000,0.130,-0.184,0.366,-2.478,-9.869,0.001,0.001,0.000,7.688,1.922,-14.415,0.000,0,20.076,7.982,-31.535,0.493,-0.339,0.606,-0.524,0.000,-0.000,0.372,-6.726,1,1,14153,14215,14189,14159,-107.017,-87.873,14.084,0,0,0,0,0,0,0
1034890,1,938.340,643.219,650.261,40.550,0.000,-0.000,0.152,-0.281,0.365,-2.483,-9.867,0.001,0.002,0.000,0.961,-2.883,-0.961,0.000,0,19.572,7.884,-32.011,0.494,-0.338,0.606,-0.524,-0.003,-0.003,0.371,-6.665,1,1,14146,14216,14184,14156,-107.040,-87.869,14.132,0,0,0,0,0,0,0
1035890,1,938.307,643.515,650.261,40.570,-0.000,-0.000,0.064,0.048,0.356,-2.481,-9.866,-0.000,0.002,0.000,4.805,-3.844,0.000,0.000,0,19.754,7.646,-31.801,0.493,-0.338,0.607,-0.524,-0.000,0.000,0.369,-6.775,1,1,14126,14217,14185,14168,-107.090,-87.938,14.110,0,0,0,0,0,0,0
1036890,1,938.347,643.159,650.261,40.570,-0.000,-0.000,0.137,-0.355,0.366,-2.477,-9.849,-0.000,0.001,0.000,6.727,0.000,-2.883,0.000,0,19.978,7.814,-31.101,0.493,-0.338,0.606,-0.524,0.003,-0.001,0.352,-6.666,1,1,14140,14219,14183,14161,-107.101,-87.883,14.105,0,0,0,0,0,0,0
1037890,1,938.264,643.898,650.261,40.570,0.000,-0.000,0.147,0.340,0.375,-2.483,-9.872,0.001,0.001,0.000,6.727,-2.883,-12.493,0.000,0,19.600,7.856,-31.213,0.493,-0.338,0.606,-0.525,-0.000,0.000,0.376,-6.610,1,1,14156,14224,14187,14164,-107.116,-87.827,14.107,0,0,0,0,0,0,0
1038890,1,938.277,643.782,650.261,40.580,-0.000,0.000,0.096,0.233,0.360,-2.479,-9.873,0.001,0.002,0.000,3.844,-7.688,4.805,0.000,0,19.796,8.108,-30.751,0.493,-0.338,0.607,-0.524,0.002,-0.001,0.376,-6.662,1,1,14150,14218,14188,14164,-107.171,-87.921,14.086,0,0,0,0,0,0,0
1039890,1,938.297,643.608,650.261,40.590,0.000,0.000,0.199,-0.004,0.365,-2.479,-9.862,0.001,0.002,0.000,6.727,-2.883,0.000,0.000,0,20.118,8.108,-32.081,0.493,-0.338,0.607,-0.525,0.000,-0.000,0.365,-6.542,1,1,14157,14220,14188,14159,-107.188,-87.879,14.100,0,0,0,0,0,0,0
1040890,1,938.323,643.373,650.261,40.600,-0.000,0.000,0.047,-0.193,0.372,-2.473,-9.874,0.001,0.001,0.000,2.883,-2.883,-20.181,0.000,0,19.292,7.982,-31.143,0.493,-0.338,0.607,-0.525,0.003,-0.007,0.376,-6.667,1,1,14160,14208,14185,14160,-107.210,-87.870,14.080,0,0,0,0,0,0,0
1041890,1,938.292,643.653,650.261,40.600,-0.000,0.000,0.115,0.120,0.354,-2.490,-9.880,0.001,0.001,0.001,6.727,-2.883,-8.649,0.000,0,19.698,7.772,-32.235,0.492,-0.337,0.607,-0.524,-0.005,-0.000,0.385,-6.693,1,1,14154,14206,14189,14165,-107.246,-87.919,14.146,0,0,0,0,0,0,0
1042890,1,938.276,643.793,650.261,40.610,-0.000,0.000,0.118,0.242,0.365,-2.480,-9.875,0.001,0.002,0.001,1.922,-3.844,-1.922,0.000,0,20.034,8.010,-31.367,0.492,-0.337,0.607,-0.525,-0.000,-0.000,0.378,-6.642,1,1,14156,14215,14192,14164,-107.263,-87.883,14.089,0,0,0,0,0,0,0
1043890,1,938.282,643.737,650.261,40.620,-0.000,0.000,0.045,0.189,0.363,-2.477,-9.858,0.002,0.002,0.000,2.883,-4.805,-0.961,0.000,0,19.292,7.604,-31.311,0.492,-0.337,0.607,-0.525,0.000,0.000,0.361,-6.680,1,1,14156,14218,14186,14168,-107.293,-87.892,14.093,0,0,0,0,0,0,0
1044890,1,938.285,643.706,650.261,40.620,-0.000,-0.000,0.159,0.069,0.371,-2.475,-9.862,0.001,0.001,0.000,2.883,-2.883,1.922,0.000,0,20.188,7.828,-31.703,0.492,-0.337,0.607,-0.525,0.000,0.000,0.365,-6.517,1,1,14156,14207,14190,14162,-107.311,-87.846,14.083,0,0,0,0,0,0,0
1045890,1,938.293,643.634,650.261,40.630,-0.000,0.000,0.054,0.011,0.370,-2.472,-9.869,0.001,0.001,0.000,4.805,-6.727,-14.415,0.000,0,20.076,7.464,-31.885,0.492,-0.337,0.607,-0.525,-0.003,-0.009,0.371,-6.595,1,1,14156,14215,14176,14164,-107.337,-87.853,14.100,0,0,0,0,0,0,0
1046890,1,938.304,643.536,650.261,40.630,-0.001,0.000,0.105,-0.096,0.350,-2.483,-9.867,0.001,0.002,0.000,6.727,-5.766,-10.571,0.000,0,19.908,7.856,-32.921,0.492,-0.337,0.608,-0.525,-0.003,0.000,0.370,-6.580,1,1,14157,14224,14185,14165,-107.392,-87.956,14.119,0,0,0,0,0,0,0
1047890,1,938.302,643.560,650.261,40.640,-0.000,0.000,0.138,-0.090,0.367,-2.487,-9.863,-0.000,0.002,0.000,5.766,0.000,-0.961,0.000,0,19.936,7.954,-31.017,0.492,-0.336,0.607,-0.525,0.004,0.004,0.369,-6.540,1,1,14129,14209,14189,14160,-107.401,-87.880,14.118,0,0,0,0,0,0,0
1048890,1,938.328,643.330,650.261,40.650,-0.000,-0.000,0.039,-0.240,0.364,-2.479,-9.869,-0.000,0.001,0.000,12.493,-9.610,-19.220,0.000,0,19.460,8.108,-32.333,0.491,-0.336,0.607,-0.526,0.000,-0.000,0.372,-6.700,1,1,14128,14224,14183,14165,-107.433,-87.887,14.089,0,0,0,0,0,0,0
1049890,1,938.258,643.951,650.261,40.650,-0.000,-0.000,0.198,0.312,0.366,-2.475,-9.866,0.001,0.002,0.001,3.844,-6.727,-14.415,0.000,0,19.950,7.744,-32.389,0.491,-0.336,0.608,-0.526,0.002,-0.009,0.368,-6.521,1,1,14162,14220,14190,14161,-107.464,-87.899,14.117,0,0,0,0,0,0,0
1050890,1,938.276,643.790,650.261,40.660,-0.001,-0.000,0.110,0.164,0.365,-2.480,-9.867,0.001,0.002,0.000,2.883,-5.766,-10.571,0.000,0,19.740,7.814,-33.173,0.491,-0.336,0.608,-0.526,0.000,-0.000,0.370,-6.581,1,1,14153,14216,14189,14165,-107.486,-87.881,14.101,0,0,0,0,0,0,0
1051890,1,938.281,643.750,650.261,40.670,-0.000,-0.000,0.142,0.119,0.370,-2.479,-9.864,-0.000,0.002,0.000,3.844,-0.961,-3.844,0.000,0,20.020,8.150,-32.767,0.491,-0.336,0.608,-0.526,-0.000,0.000,0.368,-6.555,1,1,14158,14224,14190,14162,-107.507,-87.854,14.098,0,0,0,0,0,0,0
1052890,1,938.277,643.782,650.261,40.670,-0.001,-0.000,0.102,0.165,0.360,-2.490,-9.857,0.001,0.002,0.000,9.610,-3.844,-1.922,0.000,0,19.866,7.618,-31.829,0.491,-0.336,0.608,-0.526,0.001,0.003,0.363,-6.594,1,1,14154,14218,14198,14164,-107.547,-87.905,14.154,0,0,0,0,0,0,0
1053890,1,938.274,643.806,650.261,40.680,-0.001,-0.000,0.228,0.150,0.369,-2.487,-9.868,0.001,0.002,0.000,4.805,-5.766,-14.415,0.000,0,19.880,7.982,-32.039,0.491,-0.335,0.608,-0.526,-0.000,-0.000,0.373,-6.503,1,1,14155,14217,14188,14164,-107.558,-87.860,14.137,0,0,0,0,0,0,0
1054890,1,938.305,643.528,650.261,40.690,-0.001,-0.000,0.026,-0.043,0.360,-2.480,-9.869,0.001,0.002,0.000,6.727,-2.883,-24.025,0.000,0,20.146,8.010,-32.445,0.491,-0.335,0.608,-0.526,-0.002,-0.002,0.373,-6.691,1,1,14154,14208,14190,14168,-107.596,-87.903,14.109,0,0,0,0,0,0,0
1055890,1,938.273,643.814,650.261,40.700,-0.000,0.000,0.094,0.276,0.359,-2.483,-9.868,0.001,0.001,0.000,-0.961,-6.727,0.000,0.000,0,19.880,7.548,-32.375,0.491,-0.335,0.608,-0.526,-0.000,0.000,0.372,-6.712,1,1,14157,14223,14178,14162,-107.627,-87.916,14.113,0,0,0,0,0,0,0
1056890,1,938.270,643.840,650.261,40.700,-0.000,0.000,0.111,0.323,0.366,-2.481,-9.874,-0.000,0.001,0.000,9.610,-6.727,-6.727,0.000,0,19.474,7.450,-31.129,0.491,-0.335,0.608,-0.527,-0.003,0.000,0.378,-6.708,1,1,14126,14217,14186,14164,-107.645,-87.862,14.099,0,0,0,0,0,0,0
1057890,1,938.306,643.523,650.261,40.710,-0.001,0.000,0.091,-0.035,0.354,-2.471,-9.856,-0.000,0.001,0.000,4.805,0.000,-14.415,0.000,0,20.188,8.486,-31.213,0.490,-0.335,0.608,-0.527,-0.002,0.000,0.357,-6.647,1,1,14147,14220,14196,14164,-107.690,-87.934,14.065,0,0,0,0,0,0,0
1058890,1,938.300,643.576,650.261,40.710,-0.000,0.000,0.145,0.024,0.373,-2.487,-9.851,0.001,0.001,0.000,9.610,-0.961,0.000,0.000,0,20.188,7.842,-32.445,0.491,-0.334,0.608,-0.527,0.000,0.000,0.357,-6.643,1,1,14136,14215,14192,14164,-107.692,-87.828,14.163,0,0,0,0,0,0,0
1059890,1,938.301,643.565,650.261,40.710,-0.001,0.000,0.069,0.024,0.365,-2.479,-9.860,0.001,0.001,0.000,10.571,-2.883,-15.376,0.000,0,20.020,7.646,-31.969,0.490,-0.335,0.608,-0.527,0.000,-0.000,0.363,-6.676,1,1,14132,14220,14188,14163,-107.732,-87.878,14.102,0,0,0,0,0,0,0
1060890,1,938.321,643.394,650.261,40.720,-0.001,0.000,0.165,-0.241,0.354,-2.471,-9.861,0.001,0.002,0.000,4.805,-2.883,-3.844,0.000,0,20.160,8.178,-30.947,0.490,-0.335,0.609,-0.527,0.000,0.000,0.362,-6.509,1,1,14175,14226,14187,14162,-107.767,-87.942,14.058,0,0,0,0,0,0,0
1061890,1,938.287,643.695,650.261,40.720,-0.001,0.000,0.140,0.057,0.356,-2.477,-9.863,-0.000,0.001,0.000,8.649,-3.844,-16.337,0.000,0,20.020,8.052,-31.073,0.490,-0.335,0.608,-0.527,-0.010,0.003,0.366,-6.551,1,1,14160,14220,14187,14162,-107.777,-87.876,14.087,0,0,0,0,0,0,0
1062890,1,938.259,643.938,650.261,40.740,-0.001,0.000,0.143,0.309,0.367,-2.490,-9.862,-0.000,0.002,0.000,4.805,-5.766,-8.649,0.000,0,19.530,7.940,-32.291,0.490,-0.334,0.609,-0.527,-0.000,-0.000,0.368,-6.574,1,1,14160,14207,14189,14164,-107.803,-87.866,14.159,0,0,0,0,0,0,0
1063890,1,938.313,643.460,650.261,40.750,-0.001,0.000,0.027,-0.144,0.370,-2.474,-9.867,-0.000,0.002,0.000,4.805,-3.844,-0.961,0.000,0,20.062,7.786,-30.471,0.490,-0.334,0.609,-0.527,0.004,-0.006,0.369,-6.632,1,1,14124,14216,14188,14162,-107.832,-87.883,14.090,0,0,0,0,0,0,0
1064890,1,938.263,643.906,650.261,40.750,-0.000,0.000,0.195,0.260,0.361,-2.477,-9.867,0.001,0.001,0.000,2.883,-0.961,0.000,0.000,0,19.908,8.290,-31.689,0.489,-0.334,0.609,-0.527,-0.000,-0.000,0.369,-6.525,1,1,14147,14216,14189,14162,-107.866,-87.902,14.081,0,0,0,0,0,0,0
1065890,1,938.300,643.579,650.261,40.750,-0.000,0.000,0.078,-0.053,0.364,-2.477,-9.862,0.001,0.002,0.000,2.883,-3.844,-1.922,0.000,0,20.300,7.912,-32.921,0.490,-0.334,0.609,-0.528,-0.007,-0.000,0.365,-6.575,1,1,14158,14216,14193,14168,-107.879,-87.852,14.100,0,0,0,0,0,0,0
1066890,1,938.282,643.737,650.261,40.760,-0.000,0.000,0.092,0.101,0.369,-2.473,-9.855,0.001,0.002,0.000,5.766,-7.688,-14.415,0.000,0,20.398,7.786,-32.529,0.489,-0.334,0.609,-0.528,0.003,-0.005,0.357,-6.567,1,1,14160,14221,14193,14164,-107.913,-87.883,14.100,0,0,0,0,0,0,0
1067890,1,938.263,643.904,650.261,40.770,-0.000,0.001,0.155,0.290,0.365,-2.487,-9.856,0.001,0.002,0.000,8.649,-3.844,-19.220,0.000,0,20.006,8.192,-33.775,0.489,-0.333,0.609,-0.528,-0.002,0.006,0.362,-6.593,1,1,14158,14218,14187,14162,-107.932,-87.861,14.130,0,0,0,0,0,0,0
1068890,1,938.293,643.637,650.261,40.780,-0.000,0.000,0.168,-0.003,0.369,-2.477,-9.879,0.001,0.002,0.000,4.805,-3.844,-2.883,0.000,0,19.712,8.066,-33.061,0.489,-0.334,0.609,-0.528,-0.000,-0.000,0.381,-6.536,1,1,14160,14225,14191,14167,-107.959,-87.862,14.063,0,0,0,0,0,0,0
1069890,1,938.302,643.563,650.261,40.780,-0.000,0.001,0.061,-0.057,0.363,-2.475,-9.858,-0.000,0.002,0.000,6.727,-9.610,-8.649,0.000,0,20.104,7.646,-32.361,0.489,-0.333,0.609,-0.528,0.000,-0.000,0.361,-6.596,1,1,14130,14221,14192,14161,-107.996,-87.893,14.086,0,0,0,0,0,0,0
1070890,1,938.290,643.666,650.261,40.780,-0.000,0.000,0.115,0.052,0.367,-2.481,-9.861,0.001,0.001,0.000,0.961,-5.766,-10.571,0.000,0,20.132,7.898,-32.501,0.489,-0.333,0.609,-0.528,-0.001,-0.000,0.365,-6.608,1,1,14158,14216,14189,14159,-108.011,-87.862,14.117,0,0,0,0,0,0,0
1071890,1,938.268,643.859,650.261,40.790,0.000,0.000,0.201,0.231,0.370,-2.472,-9.863,0.001,0.001,-0.001,3.844,0.961,-2.883,0.000,0,19.796,7.856,-31.367,0.489,-0.333,0.609,-0.528,-0.001,-0.005,0.365,-6.545,1,1,14155,14221,14192,14159,-108.034,-87.854,14.086,0,0,0,0,0,0,0
1072890,1,938.266,643.875,650.261,40.800,-0.000,0.000,0.136,0.248,0.363,-2.480,-9.868,0.001,0.002,0.000,2.883,-3.844,-3.844,0.000,0,19.726,7.870,-32.543,0.488,-0.333,0.610,-0.528,0.007,0.001,0.371,-6.570,1,1,14148,14224,14193,14164,-108.083,-87.930,14.085,0,0,0,0,0,0,0
1073890,1,938.277,643.777,650.261,40.800,-0.000,0.000,0.168,0.070,0.360,-2.484,-9.866,0.001,0.002,0.001,7.688,0.000,-2.883,0.000,0,19.922,7.786,-32.445,0.489,-0.333,0.609,-0.529,-0.007,0.006,0.370,-6.442,1,1,14150,14216,14192,14164,-108.098,-87.862,14.105,0,0,0,0,0,0,0
1074890,1,938.281,643.750,650.261,40.820,-0.000,0.000,0.068,0.080,0.369,-2.489,-9.857,-0.000,0.002,0.000,3.844,-2.883,-5.766,0.000,0,20.104,8.290,-30.975,0.488,-0.332,0.610,-0.528,0.006,0.003,0.363,-6.571,1,1,14151,14216,14192,14164,-108.131,-87.885,14.133,0,0,0,0,0,0,0
1075890,1,938.282,643.735,650.261,40.820,-0.000,0.000,0.238,-0.017,0.361,-2.471,-9.864,0.001,0.001,0.000,5.766,-5.766,-14.415,0.000,0,19.586,8.444,-32.585,0.488,-0.333,0.610,-0.529,-0.000,0.000,0.366,-6.388,1,1,14128,14218,14192,14163,-108.160,-87.902,14.053,0,0,0,0,0,0,0
1076890,1,938.304,643.542,650.261,40.820,-0.000,0.000,0.012,-0.129,0.372,-2.486,-9.879,0.001,0.002,0.000,4.805,-3.844,-9.610,0.000,0,20.216,8.374,-32.739,0.488,-0.332,0.609,-0.529,0.000,0.000,0.384,-6.586,1,1,14138,14214,14192,14162,-108.172,-87.842,14.119,0,0,0,0,0,0,0
1077890,1,938.283,643.729,650.261,40.840,-0.000,0.000,0.145,0.088,0.373,-2.477,-9.879,0.001,0.002,0.000,3.844,-9.610,-2.883,0.000,0,19.600,8.248,-32.431,0.488,-0.332,0.610,-0.529,0.005,-0.009,0.381,-6.586,1,1,14160,14213,14185,14159,-108.204,-87.876,14.101,0,0,0,0,0,0,0
1078890,1,938.269,643.853,650.261,40.840,-0.000,0.000,0.075,0.238,0.361,-2.474,-9.860,0.001,0.001,0.000,3.844,-5.766,-2.883,0.000,0,20.174,8.192,-31.801,0.488,-0.332,0.610,-0.529,0.000,-0.000,0.362,-6.617,1,1,14164,14218,14191,14168,-108.239,-87.899,14.076,0,0,0,0,0,0,0
1079890,1,938.269,643.851,650.261,40.850,-0.000,0.000,0.156,0.209,0.363,-2.473,-9.866,0.001,0.001,0.000,7.688,-5.766,-18.259,0.000,0,20.076,8.122,-31.353,0.488,-0.332,0.610,-0.529,-0.006,-0.003,0.367,-6.549,1,1,14155,14221,14189,14164,-108.260,-87.866,14.089,0,0,0,0,0,0,0
1080890,1,938.296,643.613,650.261,40.850,-0.000,0.000,0.217,-0.038,0.367,-2.471,-9.868,0.001,0.002,0.000,8.649,-0.961,-2.883,0.000,0,19.908,7.478,-31.773,0.487,-0.332,0.610,-0.530,0.000,-0.000,0.369,-6.523,1,1,14150,14219,14186,14165,-108.288,-87.867,14.046,0,0,0,0,0,0,0
1081890,1,938.282,643.737,650.261,40.860,-0.001,0.001,0.128,0.053,0.359,-2.471,-9.863,0.001,0.002,0.000,2.883,0.000,0.000,0.000,0,19.670,7.884,-31.437,0.487,-0.332,0.610,-0.529,0.001,-0.010,0.364,-6.489,1,1,14160,14209,14183,14168,-108.338,-87.940,14.102,0,0,0,0,0,0,0
1082890,1,938.292,643.645,650.261,40.870,-0.000,0.001,0.063,-0.029,0.366,-2.489,-9.869,0.001,0.001,0.001,7.688,-4.805,-16.337,0.000,0,19.628,8.304,-32.725,0.488,-0.331,0.610,-0.529,-0.000,0.000,0.375,-6.548,1,1,14155,14218,14183,14161,-108.347,-87.874,14.143,0,0,0,0,0,0,0
1083890,1,938.268,643.864,650.261,40.880,-0.000,0.000,0.060,0.247,0.369,-2.481,-9.864,0.001,0.001,0.000,4.805,-6.727,-11.532,0.000,0,20.020,7.772,-31.969,0.487,-0.331,0.610,-0.530,0.003,-0.001,0.368,-6.650,1,1,14136,14205,14192,14159,-108.374,-87.875,14.110,0,0,0,0,0,0,0
1084890,1,938.311,643.481,650.261,40.880,-0.000,0.000,0.093,-0.125,0.364,-2.480,-9.862,0.001,0.001,0.000,5.766,-6.727,3.844,0.000,0,19.684,8.024,-32.053,0.487,-0.331,0.610,-0.530,0.002,-0.001,0.366,-6.619,1,1,14196,14220,14179,14168,-108.408,-87.897,14.107,0,0,0,0,0,0,0
1085890,1,938.324,643.362,650.261,40.880,-0.000,0.000,0.067,-0.217,0.361,-2.477,-9.861,0.001,0.002,0.001,1.922,1.922,0.000,0.000,0,20.062,7.828,-31.227,0.487,-0.331,0.610,-0.530,-0.003,0.001,0.364,-6.659,1,1,14131,14226,14189,14170,-108.432,-87.883,14.088,0,0,0,0,0,0,0
1086890,1,938.266,643.880,650.261,40.890,-0.000,0.000,0.178,0.285,0.372,-2.480,-9.873,0.001,0.002,0.000,9.610,-3.844,-7.688,0.000,0,20.216,8.262,-31.129,0.487,-0.331,0.611,-0.530,0.010,-0.008,0.376,-6.595,1,1,14142,14214,14194,14168,-108.460,-87.909,14.114,0,0,0,0,0,0,0
1087890,1,938.297,643.600,650.261,40.900,-0.001,0.000,0.112,-0.072,0.361,-2.484,-9.870,0.001,0.001,0.001,3.844,-3.844,0.000,0.000,0,20.174,8.024,-31.367,0.487,-0.331,0.611,-0.530,0.000,0.000,0.375,-6.481,1,1,14138,14218,14187,14169,-108.479,-87.902,14.116,0,0,0,0,0,0,0
1088890,1,938.325,643.354,650.261,40.910,-0.001,0.000,0.033,-0.280,0.360,-2.475,-9.864,0.001,0.002,0.000,7.688,-7.688,-13.454,0.000,0,20.370,7.786,-31.101,0.487,-0.331,0.610,-0.530,-0.006,0.002,0.367,-6.603,1,1,14132,14215,14179,14161,-108.493,-87.874,14.076,0,0,0,0,0,0,0
1089890,1,938.281,643.745,650.261,40.910,-0.001,0.000,0.181,0.063,0.359,-2.478,-9.875,0.001,0.002,0.000,8.649,-3.844,-11.532,0.000,0,19.950,7.338,-30.891,0.486,-0.331,0.611,-0.530,-0.006,0.001,0.378,-6.486,1,1,14160,14219,14192,14164,-108.521,-87.887,14.083,0,0,0,0,0,0,0
1090890,1,938.312,643.476,650.261,40.910,-0.001,0.000,0.055,-0.178,0.359,-2.478,-9.860,0.001,0.001,0.000,6.727,-3.844,-14.415,0.000,0,19.796,7.758,-32.725,0.486,-0.331,0.611,-0.530,0.000,-0.000,0.363,-6.561,1,1,14170,14224,14189,14162,-108.551,-87.913,14.097,0,0,0,0,0,0,0
1091890,1,938.300,643.579,650.261,40.920,-0.001,0.000,0.115,-0.018,0.366,-2.474,-9.870,-0.000,0.001,0.000,0.961,-6.727,0.000,0.000,0,19.950,7.968,-33.005,0.486,-0.330,0.611,-0.531,0.000,0.000,0.372,-6.635,1,1,14156,14218,14183,14169,-108.566,-87.874,14.063,0,0,0,0,0,0,0
1092890,1,938.253,643.993,650.261,40.930,-0.001,0.000,0.165,0.329,0.366,-2.485,-9.882,0.001,0.001,-0.001,8.649,-4.805,-18.259,0.000,0,20.244,7.548,-32.613,0.486,-0.330,0.611,-0.531,0.000,0.000,0.387,-6.499,1,1,14150,14224,14190,14163,-108.587,-87.877,14.106,0,0,0,0,0,0,0
1093890,1,938.266,643.883,650.261,40.940,-0.001,0.000,0.113,0.220,0.353,-2.479,-9.864,0.001,0.002,0.000,5.766,-3.844,-11.532,0.000,0,20.174,7.898,-32.403,0.486,-0.330,0.611,-0.531,-0.006,0.001,0.367,-6.541,1,1,14162,14219,14202,14154,-108.624,-87.918,14.104,0,0,0,0,0,0,0
1094890,1,938.292,643.653,650.261,40.940,-0.001,0.000,0.081,0.009,0.363,-2.477,-9.876,0.001,0.002,0.000,3.844,-4.805,-15.376,0.000,0,19.908,7.660,-32.207,0.486,-0.330,0.611,-0.531,-0.004,-0.003,0.379,-6.585,1,1,14158,14220,14183,14158,-108.640,-87.879,14.088,0,0,0,0,0,0,0
1095890,1,938.280,643.753,650.261,40.950,-0.001,0.000,0.100,0.098,0.367,-2.480,-9.861,0.001,0.002,0.000,4.805,-3.844,10.571,0.000,0,20.160,7.716,-32.179,0.486,-0.330,0.611,-0.531,-0.001,-0.001,0.365,-6.562,1,1,14140,14222,14192,14159,-108.663,-87.863,14.115,0,0,0,0,0,0,0
1096890,1,938.299,643.589,650.261,40.950,-0.000,0.000,0.151,-0.119,0.360,-2.471,-9.860,0.001,0.002,0.000,3.844,-12.493,-10.571,0.000,0,20.230,8.136,-31.227,0.485,-0.330,0.611,-0.531,-0.000,-0.000,0.361,-6.461,1,1,14118,14224,14188,14164,-108.697,-87.907,14.058,0,0,0,0,0,0,0
1097890,1,938.300,643.573,650.261,40.960,-0.000,0.000,0.092,-0.103,0.364,-2.475,-9.868,0.001,0.001,0.000,10.571,-4.805,-19.220,0.000,0,19.796,7.338,-31.353,0.485,-0.330,0.611,-0.531,0.001,0.000,0.370,-6.537,1,1,14154,14217,14192,14164,-108.720,-87.890,14.072,0,0,0,0,0,0,0
1098890,1,938.296,643.610,650.261,40.970,-0.000,-0.000,0.080,-0.069,0.376,-2.478,-9.860,0.001,0.002,0.000,4.805,-4.805,-15.376,0.000,0,20.608,7.730,-32.767,0.486,-0.329,0.611,-0.532,0.002,0.002,0.363,-6.534,1,1,14132,14224,14192,14159,-108.726,-87.823,14.087,0,0,0,0,0,0,0
1099890,1,938.282,643.732,650.261,40.980,-0.000,-0.000,0.021,0.086,0.353,-2.481,-9.863,0.001,0.001,0.000,6.727,-4.805,-9.610,0.000,0,20.286,7.716,-31.633,0.485,-0.329,0.612,-0.531,0.000,-0.000,0.367,-6.603,1,1,14150,14220,14191,14164,-108.776,-87.948,14.113,0,0,0,0,0,0,0
1100890,1,938.310,643.491,650.261,40.980,-0.001,-0.000,0.052,-0.125,0.366,-2.477,-9.861,0.001,0.002,0.000,5.766,-3.844,-16.337,0.000,0,19.796,7.408,-32.571,0.485,-0.329,0.611,-0.531,-0.000,-0.000,0.364,-6.628,1,1,14160,14216,14186,14163,-108.780,-87.873,14.089,0,0,0,0,0,0,0
