FLIGHT BEGIN
time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_yq0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_zalt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltageroll,pitch_yaw,t_burnout,t_apogee,t_drogue,t_main,t_landdrogue_validated_baro,main_validated_baro
Entering state: DISARMED
57268,0,939.703,631.155,630.597,34.800,-0.289,0.137,-0.024,-0.049,0.005,9.787,-0.616,0.291,-0.000,0.005,5.766,9.610,0.000,0.000,0,-37.100,-60.142,-91.805,0.417,-0.599,-0.375,-0.572,0.064,-0.025,-0.004,0.580,1,1,10,4,4,0,-22.167,-89.661,-85.990,0,0,0,0,0,0,0
58269,0,939.695,631.221,630.597,34.810,-0.226,0.112,-0.087,0.083,-0.001,9.763,-1.063,0.111,0.001,0.002,8.649,13.454,-2.883,0.000,0,-37.618,-59.848,-91.147,0.426,-0.605,-0.365,-0.565,-0.045,0.009,0.010,0.477,1,1,8,0,0,0,-22.281,-89.603,-84.047,0,0,0,0,0,0,0
59269,0,939.667,631.469,630.597,34.810,-0.213,0.106,0.044,0.269,0.004,9.794,-0.375,-0.110,-0.000,-0.000,4.805,6.727,0.000,0.000,0,-37.478,-60.352,-92.365,0.407,-0.593,-0.385,-0.578,-0.003,0.001,-0.009,0.627,1,1,10,2,4,8,-22.417,-89.468,-87.827,0,0,0,0,0,0,0
60268,0,939.725,630.962,630.597,34.820,-0.190,0.095,-0.052,-0.256,0.007,9.759,0.018,-0.066,-0.001,0.001,6.727,5.766,0.000,0.000,0,-37.772,-60.730,-91.469,0.395,-0.585,-0.397,-0.586,0.001,0.009,-0.051,0.620,1,1,10,0,10,0,155.623,92.494,-89.881,0,0,0,0,0,0,0
61269,0,939.667,631.472,630.597,34.840,-0.182,0.092,0.047,0.202,-0.005,9.758,0.387,-0.045,-0.001,0.001,4.805,5.766,0.000,0.000,0,-37.086,-60.688,-93.163,0.384,-0.578,-0.408,-0.594,-0.014,0.004,-0.044,0.704,1,1,4,0,10,0,157.684,90.419,-87.649,0,0,0,0,0,0,0
62269,0,939.678,631.371,630.597,34.850,-0.169,0.086,-0.086,0.172,0.002,9.717,0.683,0.054,-0.000,0.002,8.649,4.805,0.000,0.000,0,-37.618,-61.710,-92.421,0.374,-0.571,-0.417,-0.600,-0.021,0.012,-0.069,0.543,1,1,8,0,5,1,158.001,90.084,-85.836,0,0,0,0,0,0,0
63269,0,939.704,631.144,630.597,34.850,-0.163,0.086,-0.040,-0.069,-0.001,9.765,-0.609,-0.012,-0.000,0.001,4.805,5.766,0.000,0.000,0,-37.576,-61.038,-91.693,0.396,-0.603,-0.370,-0.586,-0.158,0.078,-0.027,0.597,1,1,6,0,8,2,-23.549,-90.899,-87.457,0,0,0,0,0,0,0
64268,0,939.658,631.551,630.597,34.860,-0.167,0.087,-0.034,0.362,0.031,9.709,-1.483,-0.154,-0.010,0.001,3.844,4.805,0.000,0.000,0,-37.520,-61.780,-92.869,0.418,-0.621,-0.338,-0.571,-0.151,0.100,0.010,0.569,1,1,12,2,1,4,-25.442,-89.788,-82.362,0,0,0,0,0,0,0
65269,0,939.682,631.340,630.597,34.870,-0.142,0.074,0.148,0.075,-0.006,9.770,0.008,-0.061,-0.000,-0.000,6.727,6.727,2.883,0.000,0,-37.800,-62.578,-93.555,0.377,-0.597,-0.380,-0.598,-0.022,0.011,-0.040,0.745,1,1,8,2,3,1,143.749,100.958,-89.807,0,0,0,0,0,0,0
66268,0,939.739,630.838,630.597,34.880,-0.131,0.076,-0.181,-0.377,0.019,9.365,2.082,-1.096,-0.190,-0.093,4.805,5.766,5.766,0.000,0,-37.604,-63.754,-97.307,0.302,-0.557,-0.435,-0.639,-0.011,0.026,-0.216,0.573,1,1,10,4,0,0,153.281,89.980,-77.325,0,0,0,0,0,0,0
67269,0,939.719,631.015,630.597,34.880,-0.099,0.045,-0.063,-0.189,-0.007,8.688,3.465,0.275,0.076,0.061,5.766,7.688,4.805,0.000,0,-37.156,-64.314,-99.995,0.232,-0.524,-0.482,-0.663,-0.174,0.227,-0.461,0.574,1,1,10,4,2,3,150.063,91.929,-66.652,0,0,0,0,0,0,0
68269,0,939.696,631.221,630.597,34.880,-0.138,0.086,-0.059,0.030,-0.022,9.602,0.606,0.320,-0.010,0.005,8.649,4.805,1.922,0.000,0,-38.150,-63.180,-97.909,0.321,-0.584,-0.400,-0.629,-0.548,0.309,-0.209,0.556,1,1,10,5,2,2,150.023,91.469,-82.647,0,0,0,0,0,0,0
69269,0,939.717,631.033,630.597,34.890,-0.147,0.091,-0.059,-0.138,-0.016,9.759,-0.815,0.126,-0.000,0.002,6.727,13.454,-3.844,0.000,0,-38.290,-61.528,-95.333,0.378,-0.624,-0.334,-0.598,-0.102,0.046,-0.017,0.540,1,1,12,2,1,2,-29.134,-90.432,-85.870,0,0,0,0,0,0,0
70268,0,939.665,631.490,630.597,34.900,-0.148,0.090,0.071,0.266,-0.008,9.556,-2.478,0.543,0.002,0.005,6.727,8.649,0.000,0.000,0,-38.262,-59.904,-93.443,0.431,-0.652,-0.274,-0.560,0.032,-0.021,0.062,0.665,1,1,0,0,10,0,-29.435,-90.139,-75.236,0,0,0,0,0,0,0
71269,0,939.678,631.371,630.597,34.910,-0.119,0.073,0.042,0.122,0.019,9.830,-0.576,-0.176,-0.000,-0.000,4.805,7.688,0.000,0.000,0,-38.724,-61.640,-94.913,0.375,-0.622,-0.337,-0.599,0.048,0.004,0.037,0.682,1,1,8,1,1,7,-28.879,-90.703,-86.420,0,0,0,0,0,0,0
72269,0,939.686,631.305,630.597,34.910,-0.094,0.064,-0.018,0.100,-0.016,9.776,0.499,-0.178,-0.005,-0.000,6.727,5.766,8.649,0.000,0,-38.318,-62.760,-94.409,0.343,-0.602,-0.372,-0.618,0.043,-0.018,-0.021,0.592,1,1,2,0,6,0,148.040,92.683,-87.339,0,0,0,0,0,0,0
73268,0,939.731,630.904,630.597,34.920,-0.094,0.063,0.005,-0.325,-0.017,9.841,-0.189,-0.129,-0.001,-0.000,3.844,5.766,0.000,0.000,0,-37.996,-61.528,-95.109,0.372,-0.619,-0.342,-0.601,0.255,-0.149,0.028,0.643,1,1,16,0,0,4,-27.875,-91.410,-87.183,0,0,0,0,0,0,0
74269,0,939.696,631.213,630.597,34.930,-0.102,0.068,-0.013,-0.012,0.000,9.440,-3.032,0.176,-0.000,0.002,5.766,7.688,-3.844,0.000,0,-37.870,-60.016,-93.681,0.446,-0.656,-0.265,-0.549,-0.112,0.058,0.104,0.627,1,1,2,0,16,0,-29.016,-89.930,-72.914,0,0,0,0,0,0,0
